startStation;startDate;endStation;endDate;isMember
10e avenue / Holt;2021-09-28 15:25:59;Métro Langelier (Langelier / Sherbrooke);2021-09-28 15:51:00;1
Cartier / St-Joseph;2021-07-04 08:45:43;BAnQ (Berri / de Maisonneuve);2021-07-04 08:58:45;1
Alexandra / Jean-Talon;2022-05-14 17:48:02;Alexandra / Jean-Talon;2022-05-14 17:58:00;1
10e avenue / Holt;2021-05-16 10:54:11;Bélanger / St-Denis;2021-05-16 11:16:00;1
Marché Maisonneuve;2021-06-07 00:23:34;Marché Maisonneuve;2021-06-07 00:24:12;1
16e avenue / St-Joseph;2022-09-17 15:56:36;Bibliothèque et Complexe aquatique Rosemont (9e avenue / Rosemont);2022-09-17 16:06:23;0
Guy / Notre-Dame;2022-11-09 19:39:25;Ste-Émilie / Sir-Georges-Etienne-Cartier;2022-11-09 19:52:10;0
St-Patrick / Briand;2022-05-15 10:05:52;2e avenue / Wellington;2022-05-15 10:19:40;1
St-Mathieu / Ste-Catherine;2021-09-05 14:48:27;Métro Georges-Vanier (St-Antoine / Canning);2021-09-05 14:51:39;1
Parc Ludger-Duvernay (St-André / St-Hubert);2022-10-21 11:55:43;Métro Laurier (Berri / St-Joseph);2022-10-21 11:59:26;0
Henri-Julien / de Castelnau;2022-11-08 17:05:37;de Brébeuf / Gilford;2022-11-08 17:21:56;0
Boyer / du Mont-Royal;2022-09-24 19:42:57;Métro Sherbrooke (de Rigaud / St-Denis);2022-09-24 19:50:55;0
St-Dominique / Rachel;2021-09-12 22:58:37;Bernard / St-Urbain;2021-09-12 23:06:44;0
Marché Jean-Talon (Henri-Julien / Jean-Talon);2022-09-22 16:49:31;Gilford / St-Denis;2022-09-22 17:03:13;0
Marie-Anne / de la Roche;2022-04-18 14:10:12;Resther / du Mont-Royal;2022-04-18 14:24:15;1
La Tour de Montréal (Pierre-de-Coubertin / Bennett);2022-08-19 16:22:54;Ste-Catherine / Labelle;2022-08-19 17:22:36;1
LaSalle / Godin;2021-10-12 12:46:57;de l'Église / de Verdun;2021-10-12 13:00:00;1
de la Montagne / Sherbrooke;2021-09-12 23:42:15;Milton / Durocher;2021-09-12 23:47:31;0
Parc Sauvé (Balzac / de Bayonne);2022-10-03 19:37:54;Parc Aimé-Léonard (Gouin / Ste-Gertrude);2022-10-03 20:07:21;0
Boyer / St-Zotique;2022-08-19 15:36:40;de Brébeuf / du Mont-Royal;2022-08-19 15:49:47;1
Villeneuve / St-Laurent;2022-06-07 09:34:16;Métro Atwater (Atwater / Ste-Catherine);2022-06-07 09:58:28;1
de la Gauchetière / Robert-Bourassa;2021-09-09 12:20:09;Parc Loyola (Somerled / Doherty);2021-09-09 12:44:08;0
de Kent / de la Côte-des-Neiges;2022-06-27 18:34:28;de Kent / de la Côte-des-Neiges;2022-06-27 18:34:37;1
5e avenue / Masson;2022-10-12 13:59:06;Métro Laurier (Berri / Laurier);2022-10-12 14:10:39;0
Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal);2022-06-19 08:58:41;Bishop / de Maisonneuve;2022-06-19 09:23:57;1
Métro Atwater (Atwater / Ste-Catherine);2022-08-23 01:00:31;de la Peltrie / de la Côte-des-Neiges;2022-08-23 01:20:17;1
Bibliothèque du Vieux-St-Laurent (de l'Église / Filiatrault);2022-08-19 11:40:58;Leman / de Chateaubriand;2022-08-19 12:13:09;1
Mansfield / Ste-Catherine;2021-06-16 16:55:23;Mansfield / Ste-Catherine;2021-06-16 16:55:32;1
St-Joseph Lachine / 21e avenue;2022-09-24 13:52:36;St-Joseph / 8e avenue Lachine;2022-09-24 14:34:36;0
Logan / de Champlain;2022-09-23 19:17:48;St-Urbain / René-Lévesque;2022-09-23 19:29:01;0
St-Jacques / St-Pierre;2021-07-25 12:48:10;Sanguinet / Ontario;2021-07-25 12:59:04;1
St-Hubert / Duluth;2021-09-13 11:41:19;St-Viateur / Casgrain;2021-09-13 11:53:38;1
Jean-Brillant / de la Côte-des-Neiges;2021-10-21 20:38:06;Benny / Sherbrooke;2021-10-21 20:56:35;1
Boyer / Rosemont;2021-07-25 14:12:08;de Maisonneuve / Aylmer (ouest);2021-07-25 14:33:06;0
Bennett / Pierre-de-Coubertin;2021-08-06 17:17:12;5e avenue / Masson;2021-08-06 17:42:35;0
de Lanaudière / du Mont-Royal;2022-09-21 18:11:26;Émile-Duployé / Sherbrooke;2022-09-21 18:16:11;0
Aylmer / Sherbrooke;2021-09-07 18:03:29;St-Dominique / Napoléon;2021-09-07 18:10:44;1
St-Jacques / des Seigneurs;2022-08-18 15:46:47;Duvernay / Charlevoix;2022-08-18 15:52:07;1
Davaar / de la Côte-Ste-Catherine;2022-09-26 20:04:36;Gauthier / Papineau;2022-09-26 20:21:17;0
Métro Préfontaine (Moreau / Hochelaga);2022-08-12 20:54:34;Émile-Duployé / Sherbrooke;2022-08-12 21:04:55;0
Métro Assomption (Chauveau / de l'Assomption);2021-05-12 11:03:17;Valois / Ontario;2021-05-12 11:14:18;1
Rosemont / Viau;2022-10-07 07:49:10;Letourneux / Hochelaga;2022-10-07 08:05:46;0
Marquette / du Mont-Royal;2021-09-19 11:50:36;Marie-Anne / St-Hubert;2021-09-19 12:00:45;1
Plessis / Logan;2022-07-03 17:06:13;Beaudry / Ontario;2022-07-03 17:21:11;1
Hutchison / Prince-Arthur;2021-10-06 13:25:03;Sanguinet / Ontario;2021-10-06 13:34:13;1
Marie-Anne / de la Roche;2021-10-22 00:24:09;16e avenue / St-Joseph;2021-10-22 00:43:11;1
Jean Langlois / Fullum;2022-04-23 00:11:00;Parthenais / Ste-Catherine;2022-04-23 00:12:51;1
Gare d'autocars de Montréal (Berri / Ontario);2022-07-31 02:11:12;Wolfe / Ste-Catherine;2022-07-31 02:14:57;1
Wolfe / Robin;2022-10-03 08:30:23;Marquette / du Mont-Royal;2022-10-03 08:44:49;0
Berri / Rachel;2021-07-25 20:45:06;de la Roche / Bélanger;2021-07-25 20:56:10;0
Stuart / St-Viateur;2021-07-14 21:04:05;St-Cyril / Wiseman;2021-07-14 21:07:53;1
Boyer / du Mont-Royal;2021-06-27 23:36:29;Boyer / du Mont-Royal;2021-06-27 23:40:37;0
4e avenue / de Verdun;2022-05-13 18:44:47;LaSalle / Godin;2022-05-13 18:51:22;1
Chomedey / de Maisonneuve;2021-06-03 07:37:28;Métro Vendôme (de Marlowe / de Maisonneuve);2021-06-03 07:47:38;1
St-Dominique / St-Zotique;2022-11-01 08:25:20;Boyer / Rosemont;2022-11-01 08:33:21;0
Mackay / de Maisonneuve;2022-09-17 10:23:36;Victoria / de Maisonneuve;2022-09-17 10:38:54;0
Métro St-Laurent (de Maisonneuve / St-Laurent);2021-08-22 23:18:59;Valois / Ste-Catherine;2021-08-22 23:58:44;1
de Gaspé / Beaubien;2022-10-22 00:28:30;Waverly / St-Viateur;2022-10-22 00:36:45;0
Métro Peel (de Maisonneuve / Stanley);2022-10-11 21:22:25;Milton / Clark;2022-10-11 21:29:30;0
de Léry / Sherbrooke;2022-05-29 04:53:10;Berri / Rachel;2022-05-29 05:07:15;0
St-André / Ste-Catherine;2022-08-25 19:19:15;Métro Sherbrooke (de Rigaud / St-Denis);2022-08-25 19:28:01;0
Jeanne-Mance / St-Viateur;2021-07-04 18:43:14;Parc Jeanne Mance (monument sir George-Etienne Cartier);2021-07-04 18:58:24;1
Métro Atwater (Atwater / Ste-Catherine);2022-10-14 10:11:57;Square Victoria (Viger / du Square-Victoria);2022-10-14 10:29:54;0
Boyer / du Mont-Royal;2021-06-16 18:00:35;Métro Joliette  (Joliette / Hochelaga);2021-06-16 18:25:15;1
Métro Peel (de Maisonneuve / Stanley);2022-06-18 19:18:22;Métro Peel (de Maisonneuve / Stanley);2022-06-18 19:19:20;1
Ottawa / William;2021-04-27 18:10:16;de la Côte St-Paul / St-Ambroise;2021-04-27 18:40:35;1
Mansfield / Cathcart;2021-08-26 18:13:53;Grand Trunk / d'Hibernia;2021-08-26 18:28:56;0
Métro Verdun (Willibrord / de Verdun);2021-05-17 17:12:18;Richmond / des Bassins;2021-05-17 17:31:37;1
de Bordeaux / Marie-Anne;2022-09-28 15:11:24;de l'Esplanade / Fairmount;2022-09-28 15:26:34;0
Richmond / des Bassins;2022-04-25 17:53:32;Mackay / Ste-Catherine;2022-04-25 18:02:14;1
27e avenue / Rosemont;2022-06-23 19:37:53;Sanguinet / de Maisonneuve;2022-06-23 20:12:51;1
Notre-Dame / de la Montagne;2022-06-09 19:59:02;Drummond / Sherbrooke;2022-06-09 20:08:51;1
Métro Beaubien (de Chateaubriand / Beaubien);2021-05-30 15:05:31;de Lanaudière / Laurier;2021-05-30 15:35:01;1
Cartier / Dandurand;2022-10-08 22:42:06;Fabre / Beaubien;2022-10-08 22:46:10;0
Parc Jeanne-Mance (du Mont-Royal / du Parc);2021-05-10 18:05:40;Métro Université de Montréal (Édouard-Montpetit / Louis-Collin);2021-05-10 18:22:54;1
Drummond / Ste-Catherine;2022-04-28 21:54:40;Resther / du Mont-Royal;2022-04-28 22:06:36;1
de la Commune / Berri;2021-04-18 17:42:49;Ste-Émilie / Sir-Georges-Etienne-Cartier;2021-04-18 18:06:16;1
Rivard / Rachel;2022-07-01 14:00:49;de la Commune / St-Sulpice;2022-07-01 14:24:29;1
Drolet / Marie-Anne;2022-10-25 22:10:31;Alexandra / Jean-Talon;2022-10-25 22:23:41;0
Boyer / Beaubien;2022-07-29 13:36:04;Jardin Botanique (Pie-IX / Sherbrooke);2022-07-29 14:13:32;1
Casino de Montréal;2021-08-09 00:00:59;de la Commune / Berri;2021-08-09 00:39:19;1
Aylmer / Sherbrooke;2021-10-09 00:45:06;Prince-Arthur / St-Urbain;2021-10-09 00:48:31;1
Milton / Clark;2021-09-23 14:18:26;Milton / du Parc;2021-09-23 14:20:43;1
Aylmer / Sherbrooke;2022-06-06 17:43:41;Roy / St-André;2022-06-06 17:55:18;1
Messier / du Mont-Royal;2022-07-30 20:45:20;de Bordeaux / Sherbrooke;2022-07-30 20:51:07;1
Chabot / Villeray;2022-09-19 07:22:06;Métro Fabre (Marquette / Jean-Talon);2022-09-19 07:27:06;0
de l'Esplanade / du Mont-Royal;2022-08-29 00:06:42;de Soissons / de Darlington;2022-08-29 00:16:56;0
de Lanaudière / du Mont-Royal;2022-07-24 11:34:05;de Bordeaux / St-Zotique;2022-07-24 11:45:28;1
Parc Baldwin (Fullum / Sherbrooke);2022-07-31 10:35:26;Sanguinet / de Maisonneuve;2022-07-31 10:48:25;1
St-Urbain / René-Lévesque;2021-08-02 12:41:00;de la Commune / Berri;2021-08-02 12:49:08;0
de la Commune / King;2022-06-10 04:01:53;de la Commune / King;2022-06-10 04:02:25;1
Laurier / de Bordeaux;2021-05-14 17:03:29;Chabot / du Mont-Royal;2021-05-14 17:06:14;1
Chabot / du Mont-Royal;2021-06-11 11:04:39;Chabot / du Mont-Royal;2021-06-11 11:27:27;1
de Gaspé / Jarry;2021-06-16 11:44:12;Faillon / St-Denis;2021-06-16 11:52:04;1
Bélanger / des Galeries d'Anjou;2021-10-08 21:29:21;Dumesnil / Bélanger;2021-10-08 21:38:31;1
McTavish / Sherbrooke;2022-06-19 15:04:22;Drolet / Laurier;2022-06-19 15:29:59;1
Mackay / Sainte-Catherine;2021-11-03 21:02:23;Notre-Dame / de la Montagne;2021-11-03 21:09:02;1
Milton / Clark;2022-10-10 20:57:34;Aylmer / Prince-Arthur;2022-10-10 21:00:47;0
Drolet / Marie-Anne;2022-07-21 19:35:12;Clark / St-Viateur;2022-07-21 19:51:31;0
Clark / Prince-Arthur;2022-07-27 12:06:43;de la Commune / St-Sulpice;2022-07-27 12:19:52;0
St-Mathieu / Ste-Catherine;2022-05-10 15:02:21;Ste-Catherine / St-Marc;2022-05-10 15:05:18;1
de Melrose / Sherbrooke;2022-08-01 10:07:58;Métro Vendôme (de Marlowe / de Maisonneuve);2022-08-01 10:14:01;1
Ste-Famille / des Pins;2021-05-22 15:43:42;Notre-Dame / de la Montagne;2021-05-22 15:56:37;1
de Maisonneuve / Mansfield (nord);2022-09-24 19:42:51;Aylmer / Prince-Arthur;2022-09-24 19:45:53;0
Fullum / de Rouen;2022-09-06 18:24:58;Marquette / du Mont-Royal;2022-09-06 18:34:08;0
27e avenue / Rosemont;2022-05-11 10:49:14;Rosemont / Viau;2022-05-11 10:52:42;1
William / St-Henri;2021-07-02 18:19:37;Lusignan / St-Jacques;2021-07-02 18:30:15;1
Sanguinet / de Maisonneuve;2022-09-01 13:57:37;de Maisonneuve / Aylmer (est);2022-09-01 14:02:56;0
de Brébeuf / du Mont-Royal;2022-07-23 15:14:50;Marie-Anne / St-Hubert;2022-07-23 15:17:28;1
Marquette / Villeray;2021-07-20 05:00:30;Métro Crémazie (Crémazie / Lajeunesse);2021-07-20 05:08:05;1
St-Dominique / Laurier;2022-08-27 15:10:49;Berri / Rachel;2022-08-27 15:19:26;1
de Mentana / Gilford;2022-06-11 00:10:22;Métro Joliette  (Joliette / Hochelaga);2022-06-11 00:38:16;1
de la Roche /  de Bellechasse;2022-09-12 17:32:59;Émile-Journault / de Chateaubriand;2022-09-12 17:52:08;0
Drolet / St-Zotique;2021-11-01 13:29:26;Roy / St-Denis;2021-11-01 13:50:28;1
Laval / du Mont-Royal;2021-10-09 17:55:07;de la Cathédrale / René-Lévesque;2021-10-09 18:13:22;1
Marmier / St-Denis;2022-11-10 17:35:17;Waverly / Van Horne;2022-11-10 17:42:01;0
Bercy / Rachel;2022-09-27 16:25:24;Chapleau / du Mont-Royal;2022-09-27 16:31:29;0
Eleanor / Ottawa;2022-04-22 18:59:38;Parc de Dieppe;2022-04-22 19:16:12;1
Drolet / Marie-Anne;2022-08-29 16:38:41;St-Hubert / Laurier;2022-08-29 16:43:20;1
de Mentana / Gilford;2022-05-05 09:46:10;Papineau / René-Lévesque;2022-05-05 10:01:51;1
Jeanne-Mance / St-Viateur;2021-08-16 21:45:32;de l'Esplanade / du Mont-Royal;2021-08-16 21:50:33;1
Querbes / Laurier;2022-09-02 09:52:01;Ste-Famille / Sherbrooke;2022-09-02 10:04:17;0
McTavish / Sherbrooke;2021-10-29 10:34:58;Mackay / de Maisonneuve;2021-10-29 10:46:13;1
Chomedey / de Maisonneuve;2021-08-29 18:08:54;Duluth / St-Laurent;2021-08-29 18:27:02;1
Clark / Prince-Arthur;2021-11-05 22:40:02;Aylmer / Prince-Arthur;2021-11-05 22:45:09;0
Chomedey / de Maisonneuve;2021-06-03 21:18:13;Roy / St-André;2021-06-03 21:46:26;0
Drolet / Beaubien;2022-07-20 22:15:37;de Lanaudière / Laurier;2022-07-20 22:26:20;1
Métro Atwater (Atwater / Ste-Catherine);2022-06-03 12:06:42;St-André / Ste-Catherine;2022-06-03 12:18:54;1
Clark / Rachel;2021-09-02 12:50:32;de Maisonneuve / Greene;2021-09-02 13:16:14;0
de Lanaudière / Marie-Anne;2022-07-29 22:21:19;Marquette / Rachel;2022-07-29 22:28:50;0
Ball / Querbes;2021-08-03 19:52:35;Métro Sherbrooke (de Rigaud / St-Denis);2021-08-03 20:21:59;1
Marie-Anne / Papineau;2022-07-07 16:45:26;de la Cathédrale / René-Lévesque;2022-07-07 17:07:16;1
Rousselot / Jarry;2022-10-09 14:31:37;Parc MacDonald (Clanranald / Isabella);2022-10-09 15:12:28;0
19e avenue / St-Zotique;2022-08-31 10:48:36;CÉGEP du Vieux-Montréal (Ontario / de l'Hôtel-de-Ville);2022-08-31 11:11:08;1
Calixa-Lavallée / Sherbrooke;2022-06-11 19:26:14;Marquette / Laurier;2022-06-11 20:23:29;0
Canning / Notre-Dame;2021-09-14 13:51:05;Charlevoix / Lionel-Groulx;2021-09-14 13:55:06;1
Vallières / St-Laurent;2022-07-30 02:40:44;Bernard / Jeanne-Mance;2022-07-30 03:07:15;0
10e avenue / Masson;2022-10-14 20:04:15;des Érables / Dandurand;2022-10-14 20:11:56;0
de Normanville / Villeray;2022-05-07 16:26:46;Chabot / de Bellechasse;2022-05-07 16:34:43;0
LaSalle / Godin;2021-08-13 09:07:55;LaSalle / Godin;2021-08-13 09:37:21;1
Wilderton  / Van Horne;2022-09-09 19:35:07;St-Jacques / St-Pierre;2022-09-09 20:04:16;0
Jeanne-Mance / Beaubien;2021-10-05 16:58:39;Pratt / Bates;2021-10-05 17:03:24;1
de Mentana / Marie-Anne;2022-05-14 15:32:25;Marie-Anne / St-Hubert;2022-05-14 15:33:31;1
Léa-Roback / Sir-Georges-Etienne-Cartier;2022-07-12 13:25:22;Regina / de Verdun;2022-07-12 13:36:02;1
St-Hubert / Laurier;2021-10-18 17:59:10;Chabot / du Mont-Royal;2021-10-18 18:11:37;1
Melville / de Maisonneuve;2022-08-28 16:21:21;Chomedey / de Maisonneuve;2022-08-28 16:29:03;1
Hutchison / Beaubien;2021-07-01 15:57:47;des Érables / Laurier;2021-07-01 16:10:21;0
St-Dominique / Laurier;2021-10-14 22:14:50;St-Dominique / Laurier;2021-10-14 22:14:57;1
d'Orléans / Masson;2022-10-22 00:24:54;de Chambly / Rachel;2022-10-22 00:31:17;0
10e avenue / Masson;2021-06-17 17:30:57;Cartier / Dandurand;2021-06-17 17:37:15;1
Marquette / du Mont-Royal;2022-05-15 23:12:45;Marquette / du Mont-Royal;2022-05-16 00:04:01;1
St-Dominique / Napoléon;2022-07-28 18:52:50;Pontiac / Gilford;2022-07-28 19:01:25;1
Milton / Clark;2021-11-04 19:31:32;Milton / Durocher;2021-11-04 19:35:19;0
Métro Parc  (Hutchison / Ogilvy);2021-05-12 10:34:25;Graham / Wicksteed;2021-05-12 11:11:12;1
Chabot / du Mont-Royal;2022-04-20 18:42:26;Gilford / de Lanaudière;2022-04-20 18:46:07;1
Dorion / Ontario;2022-05-04 21:23:34;St-André / Ste-Catherine;2022-05-04 21:31:39;1
St-Nicolas / Place d'Youville;2022-07-14 14:42:26;Métro Jarry (Lajeunesse / Jarry);2022-07-14 15:22:51;0
Place du Commerce;2022-10-14 15:41:03;Hickson / Wellington;2022-10-14 15:53:53;0
BAnQ (Berri / de Maisonneuve);2022-05-26 12:52:44;Marmier / St-Denis;2022-05-26 13:07:34;1
University / Milton;2022-09-30 11:16:21;St-Dominique / Rachel;2022-09-30 11:23:37;0
des Récollets / McGill;2021-09-16 15:35:20;Ste-Catherine / Labelle;2021-09-16 15:45:18;1
26e avenue / Beaubien;2021-07-20 19:00:48;Ste-Famille / des Pins;2021-07-20 19:23:55;1
Aylwin / Ontario;2021-10-01 17:59:22;Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance);2021-10-01 18:27:31;0
Boyer / Jean-Talon;2022-10-09 14:03:35;de Bordeaux / Jean-Talon;2022-10-09 14:07:31;0
Mackay / Ste-Catherine;2022-08-01 19:09:06;Peel / Ottawa;2022-08-01 19:16:44;1
Bloomfield / Jean-Talon;2021-09-12 14:36:15;Marché Jean-Talon (Henri-Julien / Jean-Talon);2021-09-12 14:40:31;1
Laval / Duluth;2022-07-28 13:26:54;Rachel / du Parc-Lafontaine;2022-07-28 13:33:54;1
Mackay / de Maisonneuve;2021-09-11 02:16:15;Hutchison / Prince-Arthur;2021-09-11 02:25:37;1
Wolfe / Robin;2021-08-23 01:45:43;Rivard / Rachel;2021-08-23 01:53:38;1
Métro Papineau (Cartier / Ste-Catherine);2022-08-16 20:20:07;Jeanne-d'Arc / Ontario;2022-08-16 20:35:20;1
Notre-Dame / de la Montagne;2021-07-14 21:12:58;Marquette / Laurier;2021-07-14 21:35:40;1
Louis-Hébert / de Bellechasse;2022-09-24 23:41:31;Louis-Hébert / de Bellechasse;2022-09-24 23:41:55;0
Bloomfield / Bernard;2022-09-22 14:22:45;Clark / Prince-Arthur;2022-09-22 14:42:39;0
Notre-Dame / de la Montagne;2022-06-23 17:49:12;de Versailles / St-Jacques;2022-06-23 18:30:41;1
Beaudry / Sherbrooke;2022-07-31 12:45:20;Atwater / Greene;2022-07-31 13:38:07;0
de Lanaudière / Laurier;2022-09-14 07:31:24;Waverly / St-Zotique;2022-09-14 07:46:29;0
des Érables / Rachel;2021-06-11 18:21:54;de Bordeaux / Marie-Anne;2021-06-11 18:40:57;1
Prince-Arthur / du Parc;2022-10-15 02:32:37;Bernard / Jeanne-Mance;2022-10-15 02:57:49;0
Maguire / St-Laurent;2021-11-10 07:09:10;Hélène-Baillargeon / St-Denis;2021-11-10 07:12:31;1
de la Roche / Bélanger;2021-05-30 20:27:43;Drolet / Gounod;2021-05-30 20:36:33;1
St-Dominique / St-Viateur;2022-08-29 17:14:02;Métro Jean-Talon (Berri / Jean-Talon);2022-08-29 17:28:23;1
Monsabré / Boileau;2021-09-24 11:36:05;Villeray / St-Michel;2021-09-24 11:59:57;1
Jeanne-Mance / Beaubien;2022-10-24 18:16:55;Bernard / Jeanne-Mance;2022-10-24 18:21:59;0
Robert-Bourassa / Ste-Catherine;2021-07-30 12:41:45;Parc du Pélican (1ère avenue / Masson);2021-07-30 13:10:51;1
Dézéry / Ontario;2022-06-11 21:05:42;Clark / Rachel;2022-06-11 21:52:34;0
Papineau / Émile-Journault;2022-10-29 08:24:55;Papineau / Émile-Journault;2022-10-29 08:54:13;0
de la Commune / Place Jacques-Cartier;2021-08-08 21:51:34;St-Christophe / René-Lévesque;2021-08-08 22:01:22;0
Monk / Biencourt;2022-07-12 20:41:26;Ottawa / William;2022-07-12 20:59:19;1
Milton / Durocher;2022-09-07 15:10:50;Clark / Prince-Arthur;2022-09-07 15:18:15;0
La Tour de Montréal (Pierre-de-Coubertin / Bennett);2022-09-22 15:43:31;Fullum / Holt;2022-09-22 16:07:23;0
Cartier / Masson;2021-05-03 17:42:29;Garnier / St-Joseph;2021-05-03 17:46:23;1
Louis-Hébert / de Bellechasse;2021-10-29 17:45:02;Fabre / Beaubien;2021-10-29 17:51:17;1
Jeanne-Mance / St-Viateur;2021-09-16 20:01:57;de Bordeaux / Jean-Talon;2021-09-16 20:18:42;1
Omer-Lavallée / du Midway;2021-08-01 11:35:14;Prince-Arthur / du Parc;2021-08-01 11:56:53;1
Northcliffe / Notre-Dame-de-Grâce;2022-06-13 17:37:57;Grey / Sherbrooke;2022-06-13 17:42:03;1
Drolet / Laurier;2022-09-14 20:28:22;Waverly / St-Viateur;2022-09-14 20:34:18;0
Resther / du Mont-Royal;2022-05-25 17:06:08;Christophe-Colomb / St-Joseph;2022-05-25 17:10:43;1
de Lanaudière / du Mont-Royal;2022-09-22 14:30:57;Fullum / Terrasse Mercure;2022-09-22 14:40:39;0
Earnscliffe / Queen-Mary;2022-11-11 13:42:45;Métro Peel (de Maisonneuve / Stanley);2022-11-11 13:59:24;0
Casgrain / St-Viateur;2021-05-14 14:21:38;du Mont-Royal / Clark;2021-05-14 14:31:49;1
10e avenue / Masson;2022-10-10 16:51:15;Faillon / St-Denis;2022-10-10 17:17:42;0
Cartier / Rosemont;2021-11-06 01:40:49;3e avenue / Holt;2021-11-06 01:45:57;0
Parc Jeanne-Mance (du Mont-Royal / du Parc);2021-06-05 00:31:02;Marquette / du Mont-Royal;2021-06-05 00:38:02;1
Garnier / St-Joseph;2022-07-03 08:27:19;Parc Jeanne Mance (monument sir George-Etienne Cartier);2022-07-03 08:49:28;1
du Mont-Royal / Clark;2021-09-15 18:52:01;de Mentana / Rachel;2021-09-15 19:02:27;0
Parc St-Paul (Le Caron / Marc-Sauvalle);2021-07-14 20:29:41;Parc St-Paul (Le Caron / Marc-Sauvalle);2021-07-14 21:39:27;0
Bishop / Ste-Catherine;2021-10-18 17:23:21;Métro Peel (de Maisonneuve / Stanley);2021-10-18 17:25:15;1
Métro Laurier (Berri / St-Joseph);2021-08-04 17:32:37;Boyer / du Mont-Royal;2021-08-04 17:37:06;1
Métro Peel (de Maisonneuve / Stanley);2021-06-10 18:23:26;Métro Vendôme (de Marlowe / de Maisonneuve);2021-06-10 18:32:45;1
McKenna / Édouard-Montpetit;2022-08-21 12:27:52;McKenna / Édouard-Montpetit;2022-08-21 12:51:07;1
St-André / Ste-Catherine;2022-07-12 21:49:09;St-André / Ontario;2022-07-12 21:52:16;1
Square St-Louis (du Square St-Louis / Laval);2021-07-12 15:35:22;St-Dominique / St-Viateur;2021-07-12 15:56:35;0
Laurier / de Bordeaux;2022-06-09 20:58:43;Parc du Pélican (1ère avenue / Masson);2022-06-09 21:03:14;1
Boyer / St-Zotique;2021-06-12 20:31:03;de Mentana / Rachel;2021-06-12 20:50:31;0
Édouard-Montpetit / de Stirling;2022-04-16 13:10:25;St-Alexandre / Ste-Catherine;2022-04-16 13:30:02;0
St-André / Ontario;2021-07-04 02:33:46;Panet / Ste-Catherine;2021-07-04 02:41:12;1
Métro Crémazie (Crémazie / Lajeunesse);2021-10-08 18:06:19;BAnQ (Berri / de Maisonneuve);2021-10-08 18:47:27;1
St-Dominique / Rachel;2022-11-02 22:40:09;Melville / de Maisonneuve;2022-11-02 23:06:30;0
Notre-Dame / de la Montagne;2022-08-21 20:15:39;Léa-Roback / Sir-Georges-Etienne-Cartier;2022-08-21 20:47:00;1
Hutchison / Sherbrooke;2021-07-13 12:58:32;Drummond / de Maisonneuve;2021-07-13 13:05:17;1
Ste-Famille / Sherbrooke;2021-09-22 13:49:37;Wolfe / Robin;2021-09-22 13:58:18;0
Gerry-Boulet / St-Grégoire;2021-07-31 12:12:22;Lespérance / de Rouen;2021-07-31 12:29:09;1
de Mentana / Marie-Anne;2022-11-07 17:20:06;de Lanaudière / Marie-Anne;2022-11-07 17:22:40;0
Marquette / du Mont-Royal;2021-07-06 08:34:46;Place Émilie-Gamelin (St-Hubert / de Maisonneuve);2021-07-06 08:47:57;1
Graham / Kindersley;2022-10-26 17:25:19;Glengarry / Graham;2022-10-26 17:34:01;0
Boyer / du Mont-Royal;2021-08-09 19:35:41;St-Dominique / Laurier;2021-08-09 19:41:18;1
Parc Reine-Élizabeth (Penniston / Crawford);2022-08-16 13:41:52;de la Commune / King;2022-08-16 14:27:03;0
de la Commune / Place Jacques-Cartier;2022-06-15 12:29:46;Duke / Brennan;2022-06-15 12:35:06;1
Métro Lasalle (de Rushbrooke / Caisse);2022-06-05 21:18:44;Lusignan / St-Jacques;2022-06-05 21:37:45;0
Maguire / St-Laurent;2021-07-11 16:16:43;Maguire / St-Laurent;2021-07-11 16:18:04;1
26e avenue / Beaubien;2021-04-26 16:30:24;5e avenue / Rosemont;2021-04-26 16:39:02;1
Clark / Rachel;2021-06-05 15:05:04;Drummond / Ste-Catherine;2021-06-05 15:22:28;1
Parthenais / du Mont-Royal;2022-04-26 09:44:20;Chabot / du Mont-Royal;2022-04-26 09:47:44;0
Métro Atwater (Atwater / Ste-Catherine);2021-07-12 14:30:19;Métro Vendôme (de Marlowe / de Maisonneuve);2021-07-12 14:40:15;1
Parc Père-Marquette (Chambord / Rosemont);2022-09-17 09:42:29;St-Dominique / de Bellechasse;2022-09-17 09:51:44;0
Boyer / du Mont-Royal;2022-09-16 10:55:47;Boyer / Beaubien;2022-09-16 11:06:59;0
Marmier / St-Denis;2021-09-13 17:29:12;Hutchison / Van Horne;2021-09-13 17:35:55;1
de Maisonneuve / Aylmer (est);2022-09-15 16:55:19;St-André / Cherrier;2022-09-15 17:05:57;0
de la Montagne / Sherbrooke;2022-10-28 21:32:52;Bernard / St-Urbain;2022-10-28 21:51:38;0
Fullum / Gilford;2021-10-13 07:55:31;St-Viateur / Casgrain;2021-10-13 08:09:17;1
Milton / Clark;2021-05-27 21:28:27;Aylmer / Prince-Arthur;2021-05-27 21:33:25;1
de la Roche / Bélanger;2021-05-20 18:10:33;Cartier / Bélanger;2021-05-20 18:14:38;1
St-Dominique / Bernard;2022-09-15 00:35:18;Duluth / St-Laurent;2022-09-15 00:45:33;0
